	query	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
986760067981742080	bradesco	2018-04-19 00:15:07	Felipe Feltrin	@Bradesco E onde está informado isso? Porque não tem ninguém no atendimento quando chega pra pegar senha informando que pode ser feito isso? Cliente não é palhaço .	0	0		221	309
986759785038139392	bradesco	2018-04-19 00:14:00	Bradesco	@fifeltrin Você possui a biometria cadastrada? Se sim, o cadastro poderia ter sido realizado direto pelo autoatendimento ou Fone Fácil!	0	0		157335	4635
986758656078286849	bradesco	2018-04-19 00:09:31	Vitor Torres	@flaviogr O capitalismo aos moldes dos USA EUROPA é bem vindo ! Entretanto o capitalismo como base nos juros do ITAU e Bradesco é o que o Brasil vive a 30 anos ! Como o Capitalismo pode florescer com o monopolio no sistema Bancario ?	0	0		136	392
986758560297246720	bradesco	2018-04-19 00:09:08	Felipe Feltrin	@Bradesco Alguém vai pagar meu almoço perdido? A hora que eu perdi? Reunião adiada? Não né, então não vai adiantar de nada... Primeira oportunidade deixo de ser correntista.	0	0		221	309
986758480232108032	bradesco	2018-04-19 00:08:49	Vitor Torres	@flaviogr O capitalismo aos moldes dos USA EUROPA é bem vindo ! Entretanto o capitalismo como base nos juros do ITAU e Bradesco é o que o Brasil vive a 30 anos ! Como o Capitalismo pode florescer com o monopolio no sistema Bancario ?	0	0		136	392
986758438398119939	bradesco	2018-04-19 00:08:39	Vitor Torres	@apyus @flaviogr O capitalismo aos moldes dos USA EUROPA é bem vindo ! Entretanto o capitalismo como base nos juros do ITAU e Bradesco é o que o Brasil vive a 30 anos ! Como o Capitalismo pode florescer com o monopolio no sistema Bancario ?	0	0		136	392
986758125687640065	bradesco	2018-04-19 00:07:24	Bradesco	@fifeltrin Oi! Encaminhei sua reclamação sobre isso para que a área responsável analise a situação do atendimento da agência. Fico à disposição por aqui.	0	0		157335	4635
986758112232267778	bradesco	2018-04-19 00:07:21	serenissíma	@Bradesco Sou correntista de do @Bradesco por conveniência do município. Pela minha experiência o melhor banco privado é o @itau .	0	0		827	1201
986758111968055296	bradesco	2018-04-19 00:07:21	Miss Vanjie	Sempre achei excelente o atendimento do @Bradesco, porém hj eles resolveram mostrar o contrário	0	0		2906	151
986758111062085633	bradesco	2018-04-19 00:07:21	Caprichosopelobrasil	O Bradesco, pelo 17° é o banco oficial do Festival Folclórico de Parintins. A confirmação de liberação de recursos de patrocínio aos bumbás foi feita em São Paulo, com a presença do prefeito de Parintins, Frank Bi Garcia, vice-presidente do banco, Josué Augusto Pancini. https://t.co/NH97JnOsZw	0	0		44	98
986757948419575810	bradesco	2018-04-19 00:06:42	Boi Caprichoso	O Bradesco, pelo 17° ano, é o banco oficial do Festival Folclórico de Parintins. A confirmação de liberação de recursos de patrocínio aos bumbás  em  São Paulo, com a presença do prefeito de Parintins, Frank Bi Garcia e o vice-presidente do banco, Josué Augusto Pancini. https://t.co/pXptFrkEPW	0	2		4285	1492
986757590418968577	bradesco	2018-04-19 00:05:17	serenissíma	@Bradesco Um dia para solicitar uma segunda via e outro para buscar o cartão na agência pq não enviam pelos correios.	0	0		827	1201
986757324567130112	bradesco	2018-04-19 00:04:13	serenissíma	@Bradesco Por causa de uma informação incorreta eu vou ter prejuízo em 3 dias de trabalho. Pq preciso pagar alguém para me substituir pra ir na agência. Se a informação fosse precisa eu só teria dois dias de prejuízo.	0	0		827	1201
986756779466985472	bradesco	2018-04-19 00:02:03	serenissíma	@Bradesco Cartão. Passei em uma agência na Navegantes tava uma bagunça e após uma fila a atendente foi grossa. Me dirigir a minha agencia lá o atendimento foi melhor. A atendente até confirmou q n havia necessidade de cancelar meu cartão.	0	0		827	1201
986755854291660803	bradesco	2018-04-18 23:58:23	Marcello	"Terrorismo é matar Celso Daniel, Toninho do PT, Eduardo Campos, Emb.Sebastião do R.Barros ex Dir. Geral da ANP, Roger Agnelli ex CEO da Vale, Arthur Sendas do Cons da Petrobras, Teori Zavascki, Marcos A. Rossi Pres. Bradesco Seguros e tantos. Sim TANTOS outros!
#PTAssassinos https://t.co/k6VJhskAp4"	0	0		117	330
986753869412798470	bradesco	2018-04-18 23:50:30	ceyonbé	@Arieelson Precisa não, só cpf se for no 24h (e for Bradesco, Santander ou BMG) e direto no caixa do seu banco as vezes nem isso	0	1		289	230
986752626095263745	bradesco	2018-04-18 23:45:33	TY	@viniciusbp10 @Bradesco Não começaaaaaa	0	0		686	726
986751193648107520	bradesco	2018-04-18 23:39:52	roots	RT @ESPNagora: Do Esporte pra Vida: no @ESPNLeague_br  desta segunda, a história de superação de James Harden, do Houston Rockets, candidat…	10	0		118	79
986748820687130625	bradesco	2018-04-18 23:30:26	Gabriel Veludo	@Bradesco Deu certo, nada contra o Bradesco, é só esse que é bem lotado kk	0	0		27	262
986747790352142337	bradesco	2018-04-18 23:26:20	karen	@Bradesco não deu certo não kkkkk eu esqueci todos os documentos possíveis pra recadastrar ou retirar a biometria. sigo puta das calças com vocês	0	0		334	348
986747738627899392	bradesco	2018-04-18 23:26:08	Bradesco	@netobarroncass Olá, conseguiu atendimento? Em qual agência esteve?	0	0		157335	4635
986746917257441281	bradesco	2018-04-18 23:22:52	Bradesco	@g_camurca Oi, Gabriel de qual serviço você precisava? Conseguiu o atendimento?  A maioria dos serviços do Bradesco estão disponíveis no Internet Banking e aplicativo.	0	0		157335	4635
986746785283629057	bradesco	2018-04-18 23:22:21	Carol	"RT @deprecomments: Faltam 3 dias !!!!!! 

Espetáculo Léo e Bia  ? 

21/04- Teatro Bradesco ( Belo Horizonte ) QUEM VAMOS ? 

vendas: https:…"	3	0		263	145
986744418391732225	bradesco	2018-04-18 23:12:56	VascaínoSincero?	RT @MariDiniz086: Em 2016 foi descoberto um câncer na glândula supra renal da minha filha Caroline !Foi criada a campanha #todosjuntospelac…	1105	0		128	210
986743678940172288	bradesco	2018-04-18 23:10:00	Bradesco	@wethegabriel [...] Oie, para que vc não tenha que pagar cada operação que for realizar na conta de forma avulsa. Vc pode consultar os serviços inclusos da sua cesta aqui: https://t.co/DeSDCtC3mf . A alteração pode ser feita na sua agência ou na central do Fone Fácil.	0	0		157335	4635
986743309031833601	bradesco	2018-04-18 23:08:32	Andrezo Nacif	Me falaram que até as 20h o comprovante estaria disponível e agora 20h08 e nada. E aí @Bradesco????	0	0		2903	732
986743039682072579	bradesco	2018-04-18 23:07:28	Bradesco	@wethegabriel Oi! A tarifa de cesta de serviços se refere a pacotes de serviços na conta que incluem franquias mensais para diversos tipos de operações, como quantidade de saques, retiradas de extratos, transferências, entre outros [...]	0	0		157335	4635
986743020866457600	bradesco	2018-04-18 23:07:23	Brenda Costa	"RT @IsabelVicsf: Até dando rt já vão me ajudar muito ??
Dados bancários: 
Conta - 23717-5 
Agência - 1700-0
Patrícia Fernanda dos Santos Fe…"	8	0		1159	790
986742502710501382	bradesco	2018-04-18 23:05:20	Elza	RT @RondinellySena: 'Temer é insignificante, o domínio é do sistema financeiro, do Itaú, do Bradesco', diz Requião - Sul 21 https://t.co/4P…	1	0		28271	25314
986742494804267008	bradesco	2018-04-18 23:05:18	Sinny Lopes	Bradesco sela parceria com os bumbás para o Festival de Parintins 2018 https://t.co/9embRFavGW https://t.co/KLCkRU4UOf	0	0		2399	361
986742430966927360	bradesco	2018-04-18 23:05:02	Magali Morelli	@DiogoNogueira @ratinhodosbt Oh, Meu Querido Ídolo do Samba, Diogo Nogueira! Vou assistir hoje! Amo você e suas lindas músicas! Por favor, eu quero assistir o seu Show no Bradesco SP, no dia 20 ou 21/4! Tenho Câncer colorretal terminal e gasto muito com remédios! Por favor, me dê um Par de Ing. PNE! Magali	0	0		30	56
986742143770341377	bradesco	2018-04-18 23:03:54	Lucas Vidal	To indo amanhã abrir o plano “financiamento oba2018” la no bradesco, pq bah, vai dar pra ir em TODOS OS SHOWS ?	0	4	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='c99718f589129a6a', url='https://api.twitter.com/1.1/geo/id/c99718f589129a6a.json', place_type='city', name='Santa Cruz do Sul', full_name='Santa Cruz do Sul, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-52.5839446, -29.8265408], [-52.2997874, -29.8265408], [-52.2997874, -29.3745202], [-52.5839446, -29.3745202]]]), attributes={})	690	467
986740557010612225	bradesco	2018-04-18 22:57:36	DESÁBATO ?	RT @MariDiniz086: Em 2016 foi descoberto um câncer na glândula supra renal da minha filha Caroline !Foi criada a campanha #todosjuntospelac…	1105	0		904	342
986740356346798080	bradesco	2018-04-18 22:56:48	Utilidade Pública SC	"RT @adakac1: @governodobrasil @ReceitaFederal POR FAVOR 

NÃO ESQUEÇAM DOS BANCOS:  ITAÚ - BRADESCO - SAFRA, etc...

- IGREJAS, TEMPLOS, et…"	1	0		3818	4313
986739414993965056	bradesco	2018-04-18 22:53:03	Rondinelly Sena	'Temer é insignificante, o domínio é do sistema financeiro, do Itaú, do Bradesco', diz Requião - Sul 21 https://t.co/4P96EgAFt4	1	2		3964	3159
986738503936610305	bradesco	2018-04-18 22:49:26	Chogiwa Store	"RT @ChogiwaStore: (?) PRONTA ENTREGA: GOT7, ON LACRADO
• 147,00 reais
• Pôster dobrado incluso e Look Book
• Pagamento por depósito/transfe…"	8	0		2921	91
986738186855395328	bradesco	2018-04-18 22:48:11	Chogiwa Store	"RT @ChogiwaStore: (?) PRONTA ENTREGA: PREÇO ATUALIZADO
• EXO BOOKMARK GIFT SHOP
• 32,00 cada
• Xiumin, BH e CY vendidos
• Pagamento por dep…"	5	0		2921	91
986738158644711424	bradesco	2018-04-18 22:48:04	Marcio Augusto	Gostei de um vídeo @YouTube https://t.co/QgCzz3UifK CONTA CORRENTE BRADESCO SEM COMPROVANTE DE RENDA	0	0		139	184
986737867148939264	bradesco	2018-04-18 22:46:54	Suel ??	@Bradesco Como assim ?	0	0		429	296
986736819575361536	bradesco	2018-04-18 22:42:45	clementine	@johnfalcao @Bradesco q vergonha @Bradesco	0	1		1866	271
986736603828760576	bradesco	2018-04-18 22:41:53	Andrezo Nacif	Oi @Bradesco pq a compensação de um pagamento que foi programado com antecedência pra hoje ainda não foi feita?	0	0		2903	732
986735949513199616	bradesco	2018-04-18 22:39:17	PauloRenatoDornelles	"Vitória Mariana https://t.co/vUMljW8Aor Esperemos com toda confiança o estabelecimento do Reinado de Maria
Join us at: https://t.co/jRlGo8m0DH; conta bancária: Paulo Renato Dornelles, Bradesco nº 237 AG: 0993-8 C/C: 6644-3 CPF:  135.649.780-20"	0	0		1	3
986735564010516480	bradesco	2018-04-18 22:37:45	sebastian	@johnfalcao @Bradesco Se eles te colocaram no serasa sem aviso prévio cabe processo por danos materiais	0	1		628	259
986734956754948096	bradesco	2018-04-18 22:35:20	yan	eu não quero passar por constrangimento novamente em lugares que não aceitam Elo @bradesco	0	0		826	1090
986734619813990401	bradesco	2018-04-18 22:34:00	Bradesco	@ylleiriem_ Oi, você conseguiu o atendimento? Em qual agência esteve?	0	0		157335	4635
986733880815308800	bradesco	2018-04-18 22:31:04	Bradesco	@mariobrf Oi, você precisa de ajuda?	0	0		157335	4635
986733828646539264	bradesco	2018-04-18 22:30:52	Muri	@Bradesco Consegui mas não gostei de serviços oferecidos toda hora, do desconto só de três parcelas e o script decorado da moça.	0	0		202	198
986733381072367617	bradesco	2018-04-18 22:29:05	Pretty ?	Amo o bradesco ?????????	0	0		1288	944
986733361027846144	bradesco	2018-04-18 22:29:00	Bradesco	@eeegabi Você conseguiu o que precisava?	0	0		157335	4635
986732473194336261	bradesco	2018-04-18 22:25:28	Bradesco	@giselegiardelli Você consegue solicitar em sua agência ou se preferir no próprio Internet Banking.	0	0		157335	4635
986731347279564800	bradesco	2018-04-18 22:21:00	beatriz	sim pessoal é verdade.. graças a minha aparição d 2 segundos nesse dia o bradesco movimentou bilhoes !! https://t.co/uH9VKSTasH	0	8		165	190
986731204899692549	bradesco	2018-04-18 22:20:26	beatriz	RT @jhoalerson: Só eu vi @biapicastro no comercial do Bradesco do Lollapalooza ou já é de conhecimento popular e cheguei atrasado?	1	0		165	190
986730670042046464	bradesco	2018-04-18 22:18:18	Flávio Castro	@ThetrueAlbert @apyus Tem também o Amex, que agora é Bradesco, que só envia a senha via carta e inalterável.	0	1		151	474
986730592938156032	bradesco	2018-04-18 22:18:00	Bradesco	@muricrist Mas você conseguiu renegociar?	0	0		157335	4635
986729504424030208	bradesco	2018-04-18 22:13:41	- Jeffinn  ?	Só essa chave do cartão Bradesco msm pra mim tentar a sorte nessa boaaaa aí ??	0	0		96	23
986729465249181696	bradesco	2018-04-18 22:13:31	Muri	@Bradesco Foi nele mesmo que liguei.	0	0		202	198
986729334546235392	bradesco	2018-04-18 22:13:00	Bradesco	@muricrist Oi, você tentou entrar em contato com o número no verso do seu cartão?	0	0		157335	4635
986728341892976641	bradesco	2018-04-18 22:09:03	Bricecleta	"RT @deprecomments: Faltam 3 dias !!!!!! 

Espetáculo Léo e Bia  ? 

21/04- Teatro Bradesco ( Belo Horizonte ) QUEM VAMOS ? 

vendas: https:…"	3	0		130	38
986727817286176768	bradesco	2018-04-18 22:06:58	#TardezinhaDosCrias #SdcFantasy	lançou o casaquinho do bradesco mn kkkk https://t.co/4KzHgiPAMK	0	1	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='97bcdfca1a2dca59', url='https://api.twitter.com/1.1/geo/id/97bcdfca1a2dca59.json', place_type='city', name='Rio de Janeiro', full_name='Rio de Janeiro, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-43.795449, -23.08302], [-43.0877068, -23.08302], [-43.0877068, -22.7398234], [-43.795449, -22.7398234]]]), attributes={})	2968	811
986727652420661249	bradesco	2018-04-18 22:06:19	Pri	"Faltam 3 dias !!!!!! 

Espetáculo Léo e Bia  ? 

21/04- Teatro Bradesco ( Belo Horizonte ) QUEM VAMOS ? 

vendas: https://t.co/UPGWjayPcs https://t.co/fhgCay2xHD"	3	21		1448	70
986727152803598336	bradesco	2018-04-18 22:04:20	Leo Matos	@Bradesco Já resolvi meu amor, obrigado ??	0	0		65	91
986726547536138240	bradesco	2018-04-18 22:01:56	Bradesco	@sweet_lemmon Oi, você esteve em uma agência, sabe me dizer o número?	0	0		157335	4635
986726109386608640	bradesco	2018-04-18 22:00:11	Anna Ramalho	Rafinha Bastos em Últimas Palavras, se apresenta no Teatro Bradesco Rio https://t.co/nv0TSZyzq5 https://t.co/R6kAsfHmiR	0	0		3397	1455
986725956026068992	bradesco	2018-04-18 21:59:35	Eduarda	Apaixonei na voz da menina do SAC Bradesco que me atendeu ???	0	0		435	264
986724626356109313	bradesco	2018-04-18 21:54:18	Rayssa	"RT @IsabelVicsf: Até dando rt já vão me ajudar muito ??
Dados bancários: 
Conta - 23717-5 
Agência - 1700-0
Patrícia Fernanda dos Santos Fe…"	8	0		1709	1718
986724334793355269	bradesco	2018-04-18 21:53:08	BMI	Orgulho em apoiar a Unibes no cumprimento de sua missão social e cultural! https://t.co/qDvRpc3NDc	0	0		221	68
986723884190912512	bradesco	2018-04-18 21:51:21	Marcos Tavares	RT @ESPNagora: Do Esporte pra Vida: no @ESPNLeague_br  desta segunda, a história de superação de James Harden, do Houston Rockets, candidat…	10	0		9	47
986723416672784385	bradesco	2018-04-18 21:49:29	Bradesco	@_juliases Oi, você estava com problemas?	0	0		157335	4635
986723141979463682	bradesco	2018-04-18 21:48:24	Bradesco	@Maxwell_Trem Olá, como posso ajudar?	0	0		157335	4635
986722792799391749	bradesco	2018-04-18 21:47:00	Bradesco	@leonardolbga Oi, posso ajudar?	0	0		157335	4635
986722785170001921	bradesco	2018-04-18 21:46:59	Alberto Neto	Adicionei um vídeo a uma playlist @YouTube https://t.co/WDJLFggR5W SUPERA rivais ITAÚ, BB, Bradesco, Caixa e Santander, como?	0	0		15	114
986722784914104321	bradesco	2018-04-18 21:46:59	Alberto Neto	Adicionei um vídeo a uma playlist @YouTube https://t.co/c7zk33i3N7 VITÓRIA NUBANK sobre Itaú, BB, Bradesco, Caixa e Santander	0	0		15	114
986722285431255040	bradesco	2018-04-18 21:44:59	kamicat	@Bradesco devolve meus 22 reais	0	0		376	258
986721680671367175	bradesco	2018-04-18 21:42:35	Eduardo Souza	RT @MariDiniz086: Em 2016 foi descoberto um câncer na glândula supra renal da minha filha Caroline !Foi criada a campanha #todosjuntospelac…	1105	0		48	313
986721612060872705	bradesco	2018-04-18 21:42:19	Rê	RT @gabeegoes: Meu objetivo de vida é participar do grupinho dos véio top que ficam sentado na frente do bradesco	1	0		1611	1275
986721507979251717	bradesco	2018-04-18 21:41:54	Bradesco	@coebart_ Perdão não entendi. Qual o tipo de Bloqueio? Qual foi a orientação?	0	0		157335	4635
986721197781069825	bradesco	2018-04-18 21:40:40	CHAR	Meu objetivo de vida é participar do grupinho dos véio top que ficam sentado na frente do bradesco	1	1		856	542
986721029891518465	bradesco	2018-04-18 21:40:00	Bradesco	@brunocidadao De nada!	0	0		157335	4635
986720895124344833	bradesco	2018-04-18 21:39:28	Lucas Leal ?	Eu truta eu tô louco eu tô vendo miragem um Bradesco bem em frente a favela é viajem	0	0		644	787
986720715759128576	bradesco	2018-04-18 21:38:45	reis	RT @MariDiniz086: Em 2016 foi descoberto um câncer na glândula supra renal da minha filha Caroline !Foi criada a campanha #todosjuntospelac…	1105	0		508	480
986720584670285825	bradesco	2018-04-18 21:38:14	Mônica	A propaganda do Bradesco com Rodrigo Santoro fora do Brasil fala muito, né? ?	0	0		140	48
986720456085590016	bradesco	2018-04-18 21:37:43	d?n?-?	"RT @EXOchanging: (#VENDA) Pôsters oficiais

• Lotto: R$30,00
• Monster: R$30,00
• Baekhyun - The War: R$45,00
• Chanyeol - The War: R$45,00…"	4	0		4320	458
986720448497975296	bradesco	2018-04-18 21:37:41	d?n?-?	"RT @EXOchanging: (#VENDA) Pôsters oficiais

• SFY: R$30,00
• TPOM: R$30,00
• Hey Mama! (ver. Black): R$35,00
• Hey Mama! (ver. White): R$30…"	3	0		4320	458
986719519942078465	bradesco	2018-04-18 21:34:00	Bradesco	@weganin Olá, em qual agência esteve?	0	0		157335	4635
986719398349230082	bradesco	2018-04-18 21:33:31	a outra	@ihcriola Se tu tiver cartão Bradesco paga meia... Faz a id jovem que tu paga meia tbm	0	0		445	277
986719389570527237	bradesco	2018-04-18 21:33:29	PauloRenatoDornelles	"Alimento da Palavra https://t.co/Yyovm6LEuJ Estamos na maior Crise da Palavra jamais havida pois até a Igreja já não confia em Jesus
Join us at: https://t.co/jRlGo8m0DH; conta bancária: Paulo Renato Dornelles, Bradesco nº 237 AG: 0993-8 C/C: 6644-3 CPF:  135.649.780-20"	0	0		1	3
986719328136585218	bradesco	2018-04-18 21:33:14	jessica	"RT @EXOchanging: (#VENDA) Pôsters oficiais

• Lotto: R$30,00
• Monster: R$30,00
• Baekhyun - The War: R$45,00
• Chanyeol - The War: R$45,00…"	4	0		510	965
986719187761541121	bradesco	2018-04-18 21:32:41	EXOchanging	"(#VENDA) Pôsters oficiais

• Lotto: R$30,00
• Monster: R$30,00
• Baekhyun - The War: R$45,00
• Chanyeol - The War: R$45,00

? Com rastreio
? Depósito no Bradesco
? Envio dobrado
? Mais fotos por DM, caso queira
? Manda brindes

? Compre via DM com @caahogatamoraes https://t.co/rAtM1GtY0r"	4	1		175	6
986718885843034113	bradesco	2018-04-18 21:31:29	Bradesco	@Debora_1910 Débora ainda está dentro do prazo de 3 dias úteis. peço por gentileza que aguarde.	0	0		157335	4635
986718826590081024	bradesco	2018-04-18 21:31:15	EXOchanging	"(#VENDA) Pôsters oficiais

• SFY: R$30,00
• TPOM: R$30,00
• Hey Mama! (ver. Black): R$35,00
• Hey Mama! (ver. White): R$30,00

? Com rastreio
? Depósito no Bradesco
? Envio dobrado
? Mais fotos por DM, caso queira
? Manda brindes

? Compre via DM com @caahogatamoraes https://t.co/rsSlQmVrcI"	3	1		175	6
986718158538014720	bradesco	2018-04-18 21:28:35	Aurelio2201	"RT @PortalTrendsTop: CONTA: CAROLINE APARECIDA DINIZ MOSCARDINI
AGÊNCIA: 6564-1
CONTA POUPANÇA: 1001166-3
BANCO: BRADESCO
CPF: 128877196-70…"	161	0		37	130
986718083665616904	bradesco	2018-04-18 21:28:18	Aurelio2201	RT @MariDiniz086: Em 2016 foi descoberto um câncer na glândula supra renal da minha filha Caroline !Foi criada a campanha #todosjuntospelac…	1105	0		37	130
986718046629847041	bradesco	2018-04-18 21:28:09	OliveiraCrf ???.?	Todo mundo me deseja juízo, ninguém me deseja dinheiro será que tá escrito Bradesco na minha testa ?? ??	0	0		78	210
986717166031507457	bradesco	2018-04-18 21:24:39	Muri	Tá mais que na hora do @Bradesco lançar um cartão sem anuidade. 12x de R$18,44 é um absurdo sim.	0	0		202	198
986717060624470016	bradesco	2018-04-18 21:24:14	Nova Cruz Oficial	"#CONFIRA

Banco Bradesco é condenado no RN por descontos indevidos em aposentadoria de idosa
https://t.co/1mh50i0JQp https://t.co/1mh50i0JQp"	0	0		1360	622
986716759670624256	bradesco	2018-04-18 21:23:02	Muri	O atendimento dos cartões de crédito @Bradesco é ruim demais. Entre em contato pra negociar a anuidade (que é caríssima) e eles ficam te empurrando título de capitalização e plano odontológico. Desconto que é bom, quase nada.	0	0		202	198
986716308489342976	bradesco	2018-04-18 21:21:14	PS?Ferreira ???	RT @MariDiniz086: Em 2016 foi descoberto um câncer na glândula supra renal da minha filha Caroline !Foi criada a campanha #todosjuntospelac…	1105	0		58	324
986716290558644224	bradesco	2018-04-18 21:21:10	???VASCO GIGANTE???????	RT @MariDiniz086: Em 2016 foi descoberto um câncer na glândula supra renal da minha filha Caroline !Foi criada a campanha #todosjuntospelac…	1105	0		17	162
